VolcanoNumber,VolcanoName,Country,PrimaryVolcanoType,ActivityEvidence,LastKnownEruption,Region,Subregion,Latitude,Longitude,Elevation,DominantRockType,TectonicSetting,,,Multiple
241150,Brothers,New Zealand,submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,New Zealand,-34.875,179.075,-1350,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
241815,Moutohora Island,New Zealand,complex,Unrest / Pleistocene,Unknown,New Zealand to Fiji,New Zealand,-37.858,176.98,354,,Subduction zone / Continental crust (>25 km),,,false
241816,Rotorua,New Zealand,caldera,Unrest / Pleistocene,Unknown,New Zealand to Fiji,New Zealand,-38.08,176.27,757,,Subduction zone / Continental crust (>25 km),,,false
242001,Wright,New Zealand,submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-31.85,-179.18,-900,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,true
242005,Havre Seamount,New Zealand,submarine,Eruption Observed,2012 CE,New Zealand to Fiji,Kermadec Islands,-31.08,-179.033,-897,,Subduction zone / Oceanic crust (< 15 km),,,false
242010,Curtis Island,New Zealand,submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.543,-178.556,47,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
242021,Macauley,New Zealand,caldera,Eruption Dated,4360 BCE,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
242022,Giggenbach,New Zealand,submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Kermadec Islands,-30.036,-178.712,-65,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
242030,Raoul Island,New Zealand,stratovolcano,Eruption Observed,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
242050,Monowai,New Zealand,submarine,Eruption Observed,2012 CE,New Zealand to Fiji,Tonga Islands,-25.887,-177.188,-132,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
243001,Unnamed,Undersea Features,submarine,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-24.8,-177.02,-385,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
243010,Unnamed,Tonga,submarine,Eruption Observed,1932 CE,New Zealand to Fiji,Tonga Islands,-21.38,-175.65,-500,No Data (checked),Subduction zone / Oceanic crust (< 15 km),,,false
243011,Unnamed,Tonga,submarine,Evidence Credible,Unknown,New Zealand to Fiji,Tonga Islands,-21.15,-175.75,-65,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243030,Unnamed,Tonga,submarine,Eruption Observed,1999 CE,New Zealand to Fiji,Tonga Islands,-20.85,-175.53,-13,No Data (checked),Subduction zone / Oceanic crust (< 15 km),,,false
243040,Hunga Tonga-Hunga Ha'apai,Tonga,submarine,Eruption Observed,2015 CE,New Zealand to Fiji,Tonga Islands,-20.536,-175.382,114,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243050,Falcon Island,Tonga,submarine,Eruption Observed,1936 CE,New Zealand to Fiji,Tonga Islands,-20.32,-175.42,-17,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243060,Tofua,Tonga,caldera,Eruption Observed,2014 CE,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243061,Kao,Tonga,stratovolcano,Evidence Credible,Unknown,New Zealand to Fiji,Tonga Islands,-19.67,-175.03,1030,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243070,Metis Shoal,Tonga,submarine,Eruption Observed,1995 CE,New Zealand to Fiji,Tonga Islands,-19.18,-174.87,43,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
243080,Home Reef,Tonga,submarine,Eruption Observed,2006 CE,New Zealand to Fiji,Tonga Islands,-18.992,-174.775,-10,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
243090,Late,Tonga,stratovolcano,Eruption Observed,1854 CE,New Zealand to Fiji,Tonga Islands,-18.806,-174.65,540,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243091,Unnamed,Tonga,submarine,Eruption Observed,2001 CE,New Zealand to Fiji,Tonga Islands,-18.325,-174.365,-40,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
243100,Fonualei,Tonga,stratovolcano,Eruption Observed,1957 CE,New Zealand to Fiji,Tonga Islands,-18.02,-174.325,180,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
243101,Tafahi,Tonga,stratovolcano,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.85,-173.72,560,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243102,Curacoa,Tonga,submarine,Eruption Observed,1979 CE,New Zealand to Fiji,Tonga Islands,-15.62,-173.67,-33,Dacite,Subduction zone / Oceanic crust (< 15 km),,,false
243110,Niuafo'ou,Tonga,shield,Eruption Observed,1985 CE,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
243111,Dugong,Tonga,submarine,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.431,-175.725,-1170,,,,,false
243112,Lobster,Tonga,submarine,Evidence Uncertain,Unknown,New Zealand to Fiji,Tonga Islands,-15.333,-176.283,-1500,,,,,false
243120,Tafu-Maka,Tonga,submarine,Eruption Observed,2008 CE,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),,,false
243130,West Mata,Tonga,submarine,Eruption Observed,2009 CE,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
243140,Niuatahi,Tonga,caldera,Unrest / Holocene,Unknown,New Zealand to Fiji,Tonga Islands,-15.379,-174.003,-1270,,Subduction zone / Oceanic crust (< 15 km),,,false
244000,Vailulu'u,United States,submarine,Eruption Observed,2003 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
244001,Ta'u,United States,shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
244010,Ofu-Olosega,United States,shield,Eruption Observed,1866 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,true
244020,Tutuila,United States,tuff-cone,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,true
244030,Upolu,Samoa,shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
244040,Savai'i,Samoa,shield,Eruption Observed,1911 CE,New Zealand to Fiji,Samoan and Wallis Islands,-13.612,-172.525,1858,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,false
244050,Wallis Islands,France,shield,Evidence Credible,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.3,-176.17,143,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),,,true
245010,Taveuni,Fiji,shield,Eruption Dated,1550 CE,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown,,,false
245020,Koro,Fiji,pyroclastic-cone,Evidence Uncertain,Unknown,New Zealand to Fiji,Fiji Islands,-17.32,179.4,522,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown,,,true
245030,Nabukelevu,Fiji,lava-dome,Eruption Dated,1660 CE,New Zealand to Fiji,Fiji Islands,-19.12,177.98,805,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,true
250010,St. Andrew Strait,Papua New Guinea,complex,Eruption Observed,1957 CE,Melanesia and Australia,Admiralty Islands,-2.38,147.35,270,Rhyolite,Subduction zone / Oceanic crust (< 15 km),,,false
250020,Baluan,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Admiralty Islands,-2.57,147.28,254,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
250030,Unnamed,Papua New Guinea,submarine,Eruption Dated,1972 CE,Melanesia and Australia,Admiralty Islands,-3.03,147.78,-1300,No Data (checked),Rift zone / Continental crust (>25 km),,,false
251001,Blup Blup,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Northeast of New Guinea,-3.507,144.605,402,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
251002,Kadovar,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Northeast of New Guinea,-3.608,144.588,365,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
251010,Bam,Papua New Guinea,stratovolcano,Eruption Observed,1960 CE,Melanesia and Australia,Northeast of New Guinea,-3.613,144.818,685,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
251011,Boisa,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-3.994,144.963,240,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
251020,Manam,Papua New Guinea,stratovolcano,Eruption Observed,2016 CE,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1807,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
251030,Karkar,Papua New Guinea,stratovolcano,Eruption Observed,2014 CE,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1839,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
251041,Hankow Reef,Papua New Guinea,submarine,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-4.883,146.717,-5,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
251050,Long Island,Papua New Guinea,complex,Eruption Observed,1993 CE,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1280,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
251060,Umboi,Papua New Guinea,complex,Evidence Credible,Unknown,Melanesia and Australia,Northeast of New Guinea,-5.589,147.875,1548,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
251070,Ritter Island,Papua New Guinea,stratovolcano,Eruption Observed,2007 CE,Melanesia and Australia,Northeast of New Guinea,-5.519,148.115,75,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
251080,Sakar,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Northeast of New Guinea,-5.414,148.094,992,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
252010,Langila,Papua New Guinea,complex,Eruption Observed,2016 CE,Melanesia and Australia,New Britain,-5.525,148.42,1330,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
252021,Mundua,Papua New Guinea,complex,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-4.63,149.35,179,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
252030,Garove,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-4.692,149.5,368,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),,,false
252040,Dakataua,Papua New Guinea,caldera,Eruption Dated,1895 CE,Melanesia and Australia,New Britain,-5.094,150.094,408,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
252050,Bola,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Britain,-5.141,150.038,1116,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
252060,Garua Harbour,Papua New Guinea,volcanic-field,Evidence Uncertain,Unknown,Melanesia and Australia,New Britain,-5.3,150.07,565,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
252070,Krummel-Garbuna-Welcker,Papua New Guinea,stratovolcano,Eruption Observed,2008 CE,Melanesia and Australia,New Britain,-5.416,150.027,564,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
252071,Lolo,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,New Britain,-5.466,150.509,796,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
252080,Witori,Papua New Guinea,caldera,Eruption Observed,2012 CE,Melanesia and Australia,New Britain,-5.576,150.516,724,Dacite,Subduction zone / Continental crust (>25 km),,,false
252090,Sulu Range,Papua New Guinea,stratovolcano,Unrest / Holocene,Unknown,Melanesia and Australia,New Britain,-5.5,150.942,610,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
252100,Hargy,Papua New Guinea,stratovolcano,Eruption Dated,950 CE,Melanesia and Australia,New Britain,-5.33,151.1,1148,Dacite,Subduction zone / Continental crust (>25 km),,,false
252110,Bamus,Papua New Guinea,stratovolcano,Eruption Observed,1886 CE,Melanesia and Australia,New Britain,-5.2,151.23,2248,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
252120,Ulawun,Papua New Guinea,stratovolcano,Eruption Observed,2013 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
252130,Lolobau,Papua New Guinea,caldera,Eruption Observed,1912 CE,Melanesia and Australia,New Britain,-4.92,151.158,858,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
252140,Rabaul,Papua New Guinea,pyroclastic-shield,Eruption Observed,2014 CE,Melanesia and Australia,New Britain,-4.271,152.203,688,Dacite,Subduction zone / Continental crust (>25 km),,,false
252150,Tavui,Papua New Guinea,caldera,Eruption Dated,4946 BCE,Melanesia and Australia,New Britain,-4.12,152.2,200,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
252801,Narage,Papua New Guinea,stratovolcano,Unrest / Pleistocene,Unknown,Melanesia and Australia,New Britain,-4.55,149.125,307,,Subduction zone / Oceanic crust (< 15 km),,,false
253000,Doma Peaks,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-5.9,143.15,3568,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253001,Crater Mountain,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-6.58,145.08,3233,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),,,false
253002,Yelia,Papua New Guinea,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-7.05,145.858,3384,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253003,Koranga,Papua New Guinea,maar,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-7.33,146.708,1500,Dacite,Subduction zone / Continental crust (>25 km),,,false
253004,Madilogo,Papua New Guinea,pyroclastic-cone,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.2,147.57,850,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),,,false
253010,Lamington,Papua New Guinea,stratovolcano,Eruption Observed,1956 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-8.95,148.15,1680,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253011,Hydrographers Range,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9,148.37,1915,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253021,Managlase Plateau,Papua New Guinea,volcanic-field,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.08,148.33,1342,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),,,false
253030,Victory,Papua New Guinea,stratovolcano,Eruption Observed,1935 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.2,149.07,1925,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253031,Sessagara,Papua New Guinea,pyroclastic-cone,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,149.13,370,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,true
253040,Waiowa,Papua New Guinea,pyroclastic-cone,Eruption Observed,1944 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.57,149.075,640,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,false
253041,Goodenough,Papua New Guinea,volcanic-field,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,150.35,220,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
253050,Iamalele,Papua New Guinea,lava-dome,Evidence Credible,Unknown,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.52,150.53,200,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
253060,Dawson Strait Group,Papua New Guinea,volcanic-field,Eruption Dated,1350 CE,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.62,150.88,500,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
254010,Lihir,Papua New Guinea,compound,Evidence Credible,Unknown,Melanesia and Australia,New Ireland,-3.125,152.642,700,Trachybasalt / Tephrite Basanite,Subduction zone / Crustal thickness unknown,,,false
254020,Ambitle,Papua New Guinea,stratovolcano,Eruption Dated,350 BCE,Melanesia and Australia,New Ireland,-4.08,153.65,450,Phono-tephrite /  Tephri-phonolite,Subduction zone / Crustal thickness unknown,,,false
254801,Tanga,Papua New Guinea,stratovolcano,Unrest / Pleistocene,Unknown,Melanesia and Australia,New Ireland,-3.5,153.22,472,,Subduction zone / Crustal thickness unknown,,,false
255000,Tore,Papua New Guinea,lava-cone,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-5.83,154.93,2200,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255010,Balbi,Papua New Guinea,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-5.92,154.98,2715,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255011,Billy Mitchell,Papua New Guinea,pyroclastic-shield,Eruption Dated,1580 CE,Melanesia and Australia,Bougainville and Solomon Islands,-6.092,155.225,1544,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255020,Bagana,Papua New Guinea,lava-cone,Eruption Observed,2016 CE,Melanesia and Australia,Bougainville and Solomon Islands,-6.137,155.196,1855,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255021,Takuan Group,Papua New Guinea,compound,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-6.442,155.608,2210,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255030,Loloru,Papua New Guinea,pyroclastic-shield,Eruption Dated,1050 BCE,Melanesia and Australia,Bougainville and Solomon Islands,-6.52,155.62,1887,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255050,Simbo,Solomon Islands,stratovolcano,Eruption Dated,1910 CE,Melanesia and Australia,Bougainville and Solomon Islands,-8.292,156.52,335,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,true
255052,Kana Keoki,Solomon Islands,submarine,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-8.75,157.03,-700,Dacite,Subduction zone / Crustal thickness unknown,,,false
255053,Coleman Seamount,Solomon Islands,submarine,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-8.83,157.17,0,No Data (checked),Subduction zone / Crustal thickness unknown,,,false
255060,Kavachi,Solomon Islands,submarine,Eruption Observed,2007 CE,Melanesia and Australia,Bougainville and Solomon Islands,-9.02,157.95,-20,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255061,Unnamed,Solomon Islands,submarine,Evidence Credible,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-8.92,158.03,-240,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,true
255062,Gallego,Solomon Islands,volcanic-field,Evidence Uncertain,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-9.35,159.73,1000,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255070,Savo,Solomon Islands,stratovolcano,Eruption Observed,1847 CE,Melanesia and Australia,Bougainville and Solomon Islands,-9.13,159.82,485,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
255803,Nonda,Solomon Islands,stratovolcano,Unrest / Pleistocene,Unknown,Melanesia and Australia,Bougainville and Solomon Islands,-7.67,156.6,760,,Subduction zone / Crustal thickness unknown,,,false
256010,Tinakula,Solomon Islands,stratovolcano,Eruption Observed,2012 CE,Melanesia and Australia,Santa Cruz Islands,-10.38,165.8,851,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
257001,Motlav,Vanuatu,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Vanuatu,-13.67,167.67,411,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257010,Suretamatai,Vanuatu,complex,Eruption Observed,1966 CE,Melanesia and Australia,Vanuatu,-13.8,167.47,921,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
257020,Gaua,Vanuatu,stratovolcano,Eruption Observed,2011 CE,Melanesia and Australia,Vanuatu,-14.27,167.5,797,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
257021,Mere Lava,Vanuatu,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Vanuatu,-14.45,168.05,1028,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257030,Aoba,Vanuatu,shield,Eruption Observed,2011 CE,Melanesia and Australia,Vanuatu,-15.4,167.83,1496,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257040,Ambrym,Vanuatu,pyroclastic-shield,Eruption Observed,2016 CE,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257050,Lopevi,Vanuatu,stratovolcano,Eruption Observed,2007 CE,Melanesia and Australia,Vanuatu,-16.507,168.346,1413,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257060,Epi,Vanuatu,stratovolcano,Eruption Observed,2004 CE,Melanesia and Australia,Vanuatu,-16.68,168.37,833,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,true
257070,Kuwae,Vanuatu,caldera,Eruption Observed,1974 CE,Melanesia and Australia,Vanuatu,-16.829,168.536,-2,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257080,Unnamed,Vanuatu,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Vanuatu,-16.992,168.592,216,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,true
257081,North Vate,Vanuatu,stratovolcano,Evidence Credible,Unknown,Melanesia and Australia,Vanuatu,-17.47,168.353,594,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,true
257090,Traitor's Head,Vanuatu,stratovolcano,Eruption Observed,1881 CE,Melanesia and Australia,Vanuatu,-18.75,169.23,837,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
257100,Yasur,Vanuatu,stratovolcano,Eruption Observed,2016 CE,Melanesia and Australia,Vanuatu,-19.53,169.442,361,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
257110,Aneityum,Vanuatu,stratovolcano,Evidence Uncertain,Unknown,Melanesia and Australia,Vanuatu,-20.2,169.78,852,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,true
258001,Eastern Gemini Seamount,France,submarine,Eruption Observed,1996 CE,Melanesia and Australia,Pacific Ocean (southwestern),-20.98,170.28,-80,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),,,false
258010,Matthew Island,France,stratovolcano,Eruption Observed,1956 CE,Melanesia and Australia,Pacific Ocean (southwestern),-22.33,171.32,177,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
258020,Hunter Island,France,stratovolcano,Eruption Observed,1903 CE,Melanesia and Australia,Pacific Ocean (southwestern),-22.4,172.05,297,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown,,,false
258030,North Norfolk Plateau,Undersea Features,submarine,Eruption Dated,1964 CE,Melanesia and Australia,Pacific Ocean (southwestern),-25.78,168.63,-2400,No Data (checked),Subduction zone / Crustal thickness unknown,,,false
259010,Newer Volcanics Province,Australia,shield,Eruption Dated,2900 BCE,Melanesia and Australia,Australia,-37.77,142.5,1011,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,true
260001,Narcondum,India,stratovolcano,Evidence Credible,Unknown,Indonesia,Andaman Islands,13.43,94.28,710,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
260010,Barren Island,India,stratovolcano,Eruption Observed,2016 CE,Indonesia,Andaman Islands,12.278,93.858,354,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
261020,Seulawah Agam,Indonesia,stratovolcano,Eruption Observed,1839 CE,Indonesia,Sumatra,5.448,95.658,1810,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
261030,Peuet Sague,Indonesia,complex,Eruption Observed,2000 CE,Indonesia,Sumatra,4.914,96.329,2801,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
261050,"Telong, Bur ni",Indonesia,stratovolcano,Eruption Observed,1937 CE,Indonesia,Sumatra,4.769,96.821,2617,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
261070,Singkut,Indonesia,caldera,Eruption Observed,1881 CE,Indonesia,Sumatra,3.248,98.501,2181,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
261080,Sinabung,Indonesia,stratovolcano,Eruption Observed,2016 CE,Indonesia,Sumatra,3.17,98.392,2460,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
261090,Toba,Indonesia,caldera,Evidence Credible,Unknown,Indonesia,Sumatra,2.58,98.83,2157,Dacite,Subduction zone / Continental crust (>25 km),,,false
261110,Sibualbuali,Indonesia,stratovolcano,Evidence Uncertain,Unknown,Indonesia,Sumatra,1.556,99.255,1819,Dacite,Subduction zone / Continental crust (>25 km),,,false
261111,Lubukraya,Indonesia,stratovolcano,Evidence Uncertain,Unknown,Indonesia,Sumatra,1.478,99.209,1862,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
261120,Sorikmarapi,Indonesia,stratovolcano,Eruption Observed,1986 CE,Indonesia,Sumatra,0.686,99.539,2145,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
