VolcanoNumber,VolcanoName,Country,PrimaryVolcanoType,ActivityEvidence,LastKnownEruption,Region,Subregion,Latitude,Longitude,Elevation,DominantRockType,TectonicSetting,,,Multiple
300057,Golaya,Russia,stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.263,157.787,858,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300058,Asacha,Russia,complex,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.355,157.827,1910,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300059,Visokiy,Russia,stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.43,157.93,1234,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300060,Mutnovsky,Russia,complex,Eruption Observed,2000 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196,2288,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300070,Gorely,Russia,caldera,Eruption Observed,2010 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.03,1799,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300080,Opala,Russia,caldera,Eruption Observed,1776 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.543,157.339,2439,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300081,Unnamed,Russia,pyroclastic-cone,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.57,157.02,610,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300082,Tolmachev Dol,Russia,pyroclastic-cone,Eruption Dated,300 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.63,157.58,1021,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300083,Vilyuchik,Russia,stratovolcano,Eruption Dated,8050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.7,158.28,2173,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300084,Barkhatnaya Sopka,Russia,lava-dome,Eruption Dated,3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.823,158.27,870,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300085,Unnamed,Russia,shield,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.92,158.52,450,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300086,Unnamed,Russia,shield,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.88,158.3,700,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300087,Bolshe-Bannaya,Russia,lava-dome,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.9,157.78,1200,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300090,Koryaksky,Russia,stratovolcano,Eruption Observed,2009 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.321,158.712,3430,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300100,Avachinsky,Russia,stratovolcano,Eruption Observed,2001 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300110,Dzenzursky,Russia,compound,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300120,Zhupanovsky,Russia,compound,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.589,159.15,2899,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300121,Veer,Russia,pyroclastic-cone,Eruption Dated,390 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.75,158.45,520,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300122,Kostakan,Russia,pyroclastic-cone,Eruption Dated,1350 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300123,Bakening,Russia,stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300124,Zavaritsky,Russia,pyroclastic-cone,Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300125,Akademia Nauk,Russia,stratovolcano,Eruption Observed,1996 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300130,Karymsky,Russia,stratovolcano,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300140,Maly Semyachik,Russia,caldera,Eruption Observed,1952 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300150,Bolshoi Semiachik,Russia,stratovolcano,Eruption Dated,4450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300160,Taunshits,Russia,stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804,2301,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300170,Uzon,Russia,caldera,Eruption Dated,200 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300180,Kikhpinych,Russia,stratovolcano,Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300190,Krasheninnikov,Russia,caldera,Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300200,Kronotsky,Russia,stratovolcano,Eruption Observed,1923 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.533,3482,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300201,Schmidt,Russia,shield,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.92,160.63,2020,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300210,Gamchen,Russia,complex,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300220,Komarov,Russia,stratovolcano,Eruption Dated,950 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.033,160.725,2065,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300221,Vysoky,Russia,stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765,2129,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300230,Kizimen,Russia,stratovolcano,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.32,2334,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300240,Tolbachik,Russia,shield,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300241,Udina,Russia,stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.755,160.527,2923,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300242,Zimina,Russia,stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3081,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300250,Bezymianny,Russia,stratovolcano,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300251,Kamen,Russia,stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.02,160.593,4585,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300260,Klyuchevskoy,Russia,stratovolcano,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300261,Ushkovsky,Russia,compound,Eruption Observed,1890 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300270,Sheveluch,Russia,stratovolcano,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300271,Piip,Russia,submarine,Eruption Dated,5050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.42,167.33,-300,Dacite,Subduction zone / Intermediate crust (15-25 km),,,false
300272,Khangar,Russia,stratovolcano,Eruption Dated,1500 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.761,157.407,1967,Dacite,Subduction zone / Continental crust (>25 km),,,false
300273,Cherpuk Group,Russia,pyroclastic-cone,Eruption Dated,4550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300280,Ichinsky,Russia,stratovolcano,Eruption Observed,1740 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.678,157.718,3596,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300290,Maly Payalpan,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.82,157.98,1802,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300300,Bolshoi Payalpan,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,157.78,1906,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
300310,Plosky,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,158.47,1236,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300320,Akhtang,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,158.65,1956,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300330,Kozyrevsky,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.58,158.38,2016,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300340,Romanovka,Russia,stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.65,158.8,1442,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300350,Uksichan,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300360,Bolshoi-Kekuknaysky,Russia,shield,Eruption Dated,5310 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.47,157.8,1401,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300370,Kulkev,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,158.37,915,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300380,Geodesistoy,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.33,158.67,1170,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300390,Anaun,Russia,stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300400,Krainy,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,159.03,1554,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300410,Kekurny,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300420,Eggella,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,158.52,1046,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300430,Unnamed,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,158.95,1185,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300440,Verkhovoy,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.52,159.53,1400,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300450,Alney-Chashakondzha,Russia,stratovolcano,Eruption Dated,1600 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.7,159.65,2598,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300460,Cherny,Russia,stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.67,1778,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300470,Pogranychny,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.85,159.8,1427,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300480,Zaozerny,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.88,159.95,1349,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300490,Bliznets,Russia,stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,159.78,1244,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300500,Kebeney,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300510,Fedotych,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.13,160.4,965,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300511,Shisheika,Russia,lava-dome,Eruption Dated,2240 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.15,161.08,379,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300512,Terpuk,Russia,shield,Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300520,Sedankinsky,Russia,shield,Eruption Dated,7050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,160.08,1241,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300530,Leutongey,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.3,159.83,1333,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300540,Tuzovsky,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.97,1533,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300550,Gorny Institute,Russia,stratovolcano,Eruption Dated,1250 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.33,160.2,2125,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300551,Kinenin,Russia,maar,Eruption Dated,850 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300552,Bliznetsy,Russia,lava-cone,Eruption Dated,1060 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,161.37,265,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
300560,Titila,Russia,shield,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.4,160.1,1559,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300570,Mezhdusopochny,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1641,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300580,Shishel,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.45,160.37,2525,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300590,Elovsky,Russia,shield,Eruption Dated,7550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300600,Alngey,Russia,stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.7,160.4,1853,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300610,Uka,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.7,160.58,1643,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300620,Kaileney,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.8,160.67,1582,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300630,Plosky,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,160.25,1255,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300640,Bely,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.88,160.53,2080,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300650,Nylgimelkin,Russia,shield,Eruption Dated,3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300660,Snezhniy,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.02,160.8,2169,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300670,Iktunup,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300671,Spokoiny,Russia,stratovolcano,Eruption Dated,3450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.13,160.82,2171,Dacite,Subduction zone / Continental crust (>25 km),,,false
300680,Ostry,Russia,stratovolcano,Eruption Dated,2050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.18,160.82,2552,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300690,Snegovoy,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.2,160.97,2169,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300700,Severny,Russia,shield,Eruption Dated,1550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.28,160.87,1936,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
300710,Iettunup,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.4,161.08,1340,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
300720,Voyampolsky,Russia,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.37,160.62,1225,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
302030,Udokan Plateau,Russia,pyroclastic-cone,Eruption Dated,220 BCE,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),,,true
302040,Vitim Plateau,Russia,pyroclastic-cone,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),53.7,113.3,1250,Basalt / Picro-Basalt,Unknown,,,true
302050,Tunkin Depression,Russia,volcanic-field,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),,,false
302060,Jom-Bolok,Russia,volcanic-field,Eruption Dated,5180 BCE,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km),,,false
302070,Azas Plateau,Russia,volcanic-field,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),52.433,98.303,2765,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km),,,false
303010,Taryatu-Chulutu,Mongolia,volcanic-field,Eruption Dated,2980 BCE,Kamchatka and Mainland Asia,Mongolia,48.17,99.7,2400,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,false
303020,Khanuy Gol,Mongolia,volcanic-field,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),,,false
303030,Bus-Obo,Mongolia,pyroclastic-cone,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Mongolia,47.12,109.08,1162,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,false
303040,Dariganga Volcanic Field,Mongolia,pyroclastic-cone,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Mongolia,45.33,114,1778,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,true
303050,Middle Gobi,Mongolia,pyroclastic-cone,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Mongolia,45.28,106.7,1120,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,true
304020,Tianshan Volcanic Group,China,volcanic-field,Eruption Observed,650 CE,Kamchatka and Mainland Asia,China (western),42.5,82.5,0,No Data (checked),Intraplate / Continental crust (>25 km),,,false
304030,Kunlun Volcanic Group,China,pyroclastic-cone,Eruption Observed,1951 CE,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),,,true
305010,Honggeertu,China,pyroclastic-cone,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,China (eastern),41.47,113,1700,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,true
305011,Arshan,China,pyroclastic-cone,Eruption Dated,0 CE,Kamchatka and Mainland Asia,China (eastern),47.5,120.7,0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,true
305020,Keluo Group,China,pyroclastic-cone,Evidence Credible,Unknown,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,true
305030,Wudalianchi,China,volcanic-field,Eruption Observed,1776 CE,Kamchatka and Mainland Asia,China (eastern),48.72,126.12,597,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,false
305040,Jingbo,China,volcanic-field,Eruption Dated,520 BCE,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,false
305050,Longgang Group,China,pyroclastic-cone,Eruption Dated,350 CE,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,true
305060,Changbaishan,China-North Korea,stratovolcano,Eruption Observed,1903 CE,Kamchatka and Mainland Asia,China (eastern),41.98,128.08,2744,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),,,false
306010,Xianjindao,North Korea,unknown,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Korea,41.33,128,0,No Data (checked),Intraplate / Continental crust (>25 km),,,false
306020,Ch'uga-ryong,North Korea-South Korea,shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Korea,38.33,127.33,452,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,false
306030,Ulreung,South Korea,stratovolcano,Eruption Dated,2990 BCE,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),,,false
306040,Halla,South Korea,shield,Eruption Observed,1007 CE,Kamchatka and Mainland Asia,Korea,33.361,126.53,1919,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,false
311010,Buldir,United States,stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,52.35,175.911,656,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
311020,Kiska,United States,stratovolcano,Eruption Observed,1990 CE,Alaska,Aleutian Islands,52.103,177.602,1220,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
311030,Segula,United States,stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,52.015,178.136,1160,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
311040,Davidof,United States,stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,51.97,178.33,328,No Data (checked),Subduction zone / Intermediate crust (15-25 km),,,false
311050,Little Sitkin,United States,stratovolcano,Eruption Observed,1830 CE,Alaska,Aleutian Islands,51.95,178.543,1174,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
311060,Semisopochnoi,United States,stratovolcano,Eruption Observed,1987 CE,Alaska,Aleutian Islands,51.93,179.58,1221,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
311070,Gareloi,United States,stratovolcano,Eruption Observed,1989 CE,Alaska,Aleutian Islands,51.79,-178.794,1573,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
311080,Tanaga,United States,stratovolcano,Eruption Observed,1914 CE,Alaska,Aleutian Islands,51.885,-178.146,1806,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,true
311090,Takawangha,United States,stratovolcano,Eruption Dated,1550 CE,Alaska,Aleutian Islands,51.873,-178.006,1449,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
311100,Bobrof,United States,stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,51.91,-177.438,738,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),,,false
311110,Kanaga,United States,stratovolcano,Eruption Observed,2012 CE,Alaska,Aleutian Islands,51.923,-177.168,1307,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
311111,Moffett,United States,stratovolcano,Eruption Dated,1600 BCE,Alaska,Aleutian Islands,51.944,-176.747,1196,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km),,,false
